'Time','SaO2','PR','EEG(sec)','ECG','EMG','EOG(L)','EOG(R)','EEG','AIRFLOW','THOR RES','ABDO RES'
'[23:30:50.916]',97.010,54.289,-14.706,-0.251,-2.918,-5.882,-0.980,-28.431,-2.510,0.220,-0.094
'[23:30:50.920]',97.010,54.289,-9.804,-0.251,1.945,-0.980,1.961,-24.510,-2.510,0.220,-0.094
'[23:30:50.924]',97.010,54.289,-9.804,-0.259,1.945,-0.980,1.961,-24.510,-2.510,0.220,-0.094
'[23:30:50.928]',97.010,54.289,-16.667,-0.259,3.404,-0.980,1.961,-21.569,-2.510,0.220,-0.094
'[23:30:50.932]',97.010,54.289,-16.667,-0.259,3.404,-0.980,1.961,-21.569,-2.510,0.220,-0.094
'[23:30:50.936]',97.010,54.289,-19.608,-0.251,-0.486,-0.980,1.961,-22.549,-2.510,0.220,-0.094
'[23:30:50.940]',97.010,54.289,-19.608,-0.259,-0.486,-8.824,0.980,-22.549,-2.510,0.220,-0.094
'[23:30:50.944]',97.010,54.289,-24.510,-0.259,-0.973,-8.824,0.980,-22.549,-2.510,0.220,-0.094
'[23:30:50.948]',97.010,54.289,-24.510,-0.259,-0.973,-8.824,0.980,-22.549,-2.510,0.220,-0.094
'[23:30:50.952]',97.010,54.289,-25.490,-0.251,1.216,-8.824,0.980,-21.569,-2.510,0.220,-0.094
'[23:30:50.956]',97.010,54.289,-25.490,-0.251,1.216,-8.824,0.980,-21.569,-2.510,0.220,-0.094
'[23:30:50.960]',97.010,54.289,-30.392,-0.259,-2.675,-7.843,-3.922,-21.569,-2.510,0.220,-0.094
'[23:30:50.964]',97.010,54.289,-30.392,-0.259,-2.675,-7.843,-3.922,-21.569,-2.510,0.220,-0.094
'[23:30:50.968]',97.010,54.289,-27.451,-0.251,0.729,-7.843,-3.922,-23.529,-2.510,0.220,-0.094
'[23:30:50.972]',97.010,54.289,-27.451,-0.251,0.729,-7.843,-3.922,-23.529,-2.510,0.220,-0.094
'[23:30:50.976]',97.010,54.289,-26.471,-0.251,-0.729,-7.843,-3.922,-23.529,-2.510,0.220,-0.094
'[23:30:50.980]',97.010,54.289,-26.471,-0.251,-0.729,-3.922,-3.922,-23.529,-2.510,0.220,-0.094
'[23:30:50.984]',97.010,54.289,-17.647,-0.251,-1.945,-3.922,-3.922,-22.549,-2.510,0.220,-0.094
'[23:30:50.988]',97.010,54.289,-17.647,-0.251,-1.945,-3.922,-3.922,-22.549,-2.510,0.220,-0.094
'[23:30:50.992]',97.010,54.289,-15.686,-0.259,0.729,-3.922,-3.922,-20.588,-2.510,0.220,-0.094
'[23:30:50.996]',97.010,54.289,-15.686,-0.259,0.729,-3.922,-3.922,-20.588,-2.510,0.220,-0.094
'[23:30:51.000]',97.010,55.288,-9.804,-0.251,-0.486,-2.941,-3.922,-16.667,-2.510,0.157,-0.125
'[23:30:51.004]',97.010,55.288,-9.804,-0.243,-0.486,-2.941,-3.922,-16.667,-2.510,0.157,-0.125
'[23:30:51.008]',97.010,55.288,-7.843,-0.235,-0.243,-2.941,-3.922,-12.745,-2.510,0.157,-0.125
'[23:30:51.012]',97.010,55.288,-7.843,-0.235,-0.243,-2.941,-3.922,-12.745,-2.510,0.157,-0.125
'[23:30:51.016]',97.010,55.288,-1.961,-0.220,-0.000,-2.941,-3.922,-11.765,-2.510,0.157,-0.125
'[23:30:51.020]',97.010,55.288,-1.961,-0.220,-0.000,1.961,-2.941,-11.765,-2.510,0.157,-0.125
'[23:30:51.024]',97.010,55.288,0.980,-0.220,-3.404,1.961,-2.941,-10.784,-2.510,0.157,-0.125
'[23:30:51.028]',97.010,55.288,0.980,-0.227,-3.404,1.961,-2.941,-10.784,-2.510,0.157,-0.125
'[23:30:51.032]',97.010,55.288,3.922,-0.220,-1.702,1.961,-2.941,-4.902,-2.510,0.157,-0.125
'[23:30:51.036]',97.010,55.288,3.922,-0.220,-1.702,1.961,-2.941,-4.902,-2.510,0.157,-0.125
'[23:30:51.040]',97.010,55.288,2.941,-0.212,2.431,-0.980,-4.902,2.941,-2.510,0.157,-0.125
'[23:30:51.044]',97.010,55.288,2.941,-0.212,2.431,-0.980,-4.902,2.941,-2.510,0.157,-0.125
'[23:30:51.048]',97.010,55.288,5.882,-0.204,1.216,-0.980,-4.902,8.824,-2.510,0.157,-0.125
'[23:30:51.052]',97.010,55.288,5.882,-0.188,1.216,-0.980,-4.902,8.824,-2.510,0.157,-0.125
'[23:30:51.056]',97.010,55.288,8.824,-0.188,1.459,-0.980,-4.902,13.725,-2.510,0.157,-0.125
'[23:30:51.060]',97.010,55.288,8.824,-0.196,1.459,3.922,-1.961,13.725,-2.510,0.157,-0.125
'[23:30:51.064]',97.010,55.288,11.765,-0.204,-4.133,3.922,-1.961,18.627,-2.510,0.157,-0.125
'[23:30:51.068]',97.010,55.288,11.765,-0.212,-4.133,3.922,-1.961,18.627,-2.510,0.157,-0.125
'[23:30:51.072]',97.010,55.288,9.804,-0.212,2.431,3.922,-1.961,21.569,-2.510,0.157,-0.125
'[23:30:51.076]',97.010,55.288,9.804,-0.227,2.431,3.922,-1.961,21.569,-2.510,0.157,-0.125
'[23:30:51.080]',97.010,55.288,6.863,-0.235,0.729,-0.980,-6.863,18.627,-2.510,0.157,-0.125
'[23:30:51.084]',97.010,55.288,6.863,-0.227,0.729,-0.980,-6.863,18.627,-2.510,0.157,-0.125
'[23:30:51.088]',97.010,55.288,2.941,-0.227,-2.188,-0.980,-6.863,12.745,-2.510,0.157,-0.125
'[23:30:51.092]',97.010,55.288,2.941,-0.235,-2.188,-0.980,-6.863,12.745,-2.510,0.157,-0.125
'[23:30:51.096]',97.010,55.288,-2.941,-0.243,-0.243,-0.980,-6.863,5.882,-2.510,0.157,-0.125
'[23:30:51.100]',97.010,55.288,-2.941,-0.243,-0.243,-2.941,-7.843,5.882,-2.478,0.094,-0.157
'[23:30:51.104]',97.010,55.288,-4.902,-0.251,-0.000,-2.941,-7.843,2.941,-2.478,0.094,-0.157
'[23:30:51.108]',97.010,55.288,-4.902,-0.267,-0.000,-2.941,-7.843,2.941,-2.478,0.094,-0.157
'[23:30:51.112]',97.010,55.288,-4.902,-0.282,0.243,-2.941,-7.843,1.961,-2.478,0.094,-0.157
'[23:30:51.116]',97.010,55.288,-4.902,-0.282,0.243,-2.941,-7.843,1.961,-2.478,0.094,-0.157
'[23:30:51.120]',97.010,55.288,-2.941,-0.282,-1.945,-3.922,-10.784,1.961,-2.478,0.094,-0.157
'[23:30:51.124]',97.010,55.288,-2.941,-0.290,-1.945,-3.922,-10.784,1.961,-2.478,0.094,-0.157
'[23:30:51.128]',97.010,55.288,0.980,-0.298,2.918,-3.922,-10.784,2.941,-2.478,0.094,-0.157
'[23:30:51.132]',97.010,55.288,0.980,-0.290,2.918,-3.922,-10.784,2.941,-2.478,0.094,-0.157
'[23:30:51.136]',97.010,55.288,7.843,-0.282,-1.945,-3.922,-10.784,3.922,-2.478,0.094,-0.157
'[23:30:51.140]',97.010,55.288,7.843,-0.290,-1.945,-1.961,-7.843,3.922,-2.478,0.094,-0.157
'[23:30:51.144]',97.010,55.288,10.784,-0.298,0.486,-1.961,-7.843,7.843,-2.478,0.094,-0.157
'[23:30:51.148]',97.010,55.288,10.784,-0.290,0.486,-1.961,-7.843,7.843,-2.478,0.094,-0.157
'[23:30:51.152]',97.010,55.288,13.725,-0.290,-1.702,-1.961,-7.843,13.725,-2.478,0.094,-0.157
'[23:30:51.156]',97.010,55.288,13.725,-0.290,-1.702,-1.961,-7.843,13.725,-2.478,0.094,-0.157
'[23:30:51.160]',97.010,55.288,10.784,-0.290,1.945,-0.000,-3.922,16.667,-2.478,0.094,-0.157
'[23:30:51.164]',97.010,55.288,10.784,-0.290,1.945,-0.000,-3.922,16.667,-2.478,0.094,-0.157
'[23:30:51.168]',97.010,55.288,10.784,-0.282,-2.431,-0.000,-3.922,11.765,-2.478,0.094,-0.157
'[23:30:51.172]',97.010,55.288,10.784,-0.275,-2.431,-0.000,-3.922,11.765,-2.478,0.094,-0.157
'[23:30:51.176]',97.010,55.288,6.863,-0.275,-0.973,-0.000,-3.922,4.902,-2.478,0.094,-0.157
'[23:30:51.180]',97.010,55.288,6.863,-0.243,-0.973,0.980,-5.882,4.902,-2.478,0.094,-0.157
'[23:30:51.184]',97.010,55.288,11.765,-0.165,5.349,0.980,-5.882,3.922,-2.478,0.094,-0.157
'[23:30:51.188]',97.010,55.288,11.765,-0.024,5.349,0.980,-5.882,3.922,-2.478,0.094,-0.157
'[23:30:51.192]',97.010,55.288,7.843,0.165,-2.918,0.980,-5.882,7.843,-2.478,0.094,-0.157
'[23:30:51.196]',97.010,55.288,7.843,0.400,-2.918,0.980,-5.882,7.843,-2.478,0.094,-0.157
'[23:30:51.200]',97.010,55.288,5.882,0.635,-8.996,0.980,-7.843,10.784,-2.447,0.094,-0.157
'[23:30:51.204]',97.010,55.288,5.882,0.816,-8.996,0.980,-7.843,10.784,-2.447,0.094,-0.157
'[23:30:51.208]',97.010,55.288,1.961,0.871,3.161,0.980,-7.843,11.765,-2.447,0.094,-0.157
'[23:30:51.212]',97.010,55.288,1.961,0.776,3.161,0.980,-7.843,11.765,-2.447,0.094,-0.157
'[23:30:51.216]',97.010,55.288,-0.000,0.502,-3.404,0.980,-7.843,11.765,-2.447,0.094,-0.157
'[23:30:51.220]',97.010,55.288,-0.000,0.071,-3.404,-1.961,-5.882,11.765,-2.447,0.094,-0.157
'[23:30:51.224]',97.010,55.288,-4.902,-0.392,-10.212,-1.961,-5.882,6.863,-2.447,0.094,-0.157
'[23:30:51.228]',97.010,55.288,-4.902,-0.729,-10.212,-1.961,-5.882,6.863,-2.447,0.094,-0.157
'[23:30:51.232]',97.010,55.288,-1.961,-0.871,3.890,-1.961,-5.882,-0.980,-2.447,0.094,-0.157
'[23:30:51.236]',97.010,55.288,-1.961,-0.816,3.890,-1.961,-5.882,-0.980,-2.447,0.094,-0.157
'[23:30:51.240]',97.010,55.288,-0.980,-0.682,-1.945,-0.980,-3.922,-4.902,-2.447,0.094,-0.157
'[23:30:51.244]',97.010,55.288,-0.980,-0.533,-1.945,-0.980,-3.922,-4.902,-2.447,0.094,-0.157
'[23:30:51.248]',97.010,55.288,1.961,-0.416,-1.702,-0.980,-3.922,-2.941,-2.447,0.094,-0.157
'[23:30:51.252]',97.010,55.288,1.961,-0.337,-1.702,-0.980,-3.922,-2.941,-2.447,0.094,-0.157
'[23:30:51.256]',97.010,55.288,1.961,-0.322,0.486,-0.980,-3.922,0.980,-2.447,0.094,-0.157
'[23:30:51.260]',97.010,55.288,1.961,-0.322,0.486,0.980,1.961,0.980,-2.447,0.094,-0.157
'[23:30:51.264]',97.010,55.288,2.941,-0.329,-0.243,0.980,1.961,-0.000,-2.447,0.094,-0.157
'[23:30:51.268]',97.010,55.288,2.941,-0.322,-0.243,0.980,1.961,-0.000,-2.447,0.094,-0.157
'[23:30:51.272]',97.010,55.288,-1.961,-0.322,1.459,0.980,1.961,-2.941,-2.447,0.094,-0.157
'[23:30:51.276]',97.010,55.288,-1.961,-0.322,1.459,0.980,1.961,-2.941,-2.447,0.094,-0.157
'[23:30:51.280]',97.010,55.288,-5.882,-0.322,1.459,2.941,-1.961,-0.980,-2.447,0.094,-0.157
'[23:30:51.284]',97.010,55.288,-5.882,-0.306,1.459,2.941,-1.961,-0.980,-2.447,0.094,-0.157
'[23:30:51.288]',97.010,55.288,-5.882,-0.306,1.945,2.941,-1.961,0.980,-2.447,0.094,-0.157
'[23:30:51.292]',97.010,55.288,-5.882,-0.306,1.945,2.941,-1.961,0.980,-2.447,0.094,-0.157
'[23:30:51.296]',97.010,55.288,-2.941,-0.306,-2.918,2.941,-1.961,2.941,-2.447,0.094,-0.157
'[23:30:51.300]',97.010,55.288,-2.941,-0.298,-2.918,1.961,-0.980,2.941,-2.478,0.063,-0.188
'[23:30:51.304]',97.010,55.288,4.902,-0.290,2.918,1.961,-0.980,4.902,-2.478,0.063,-0.188
'[23:30:51.308]',97.010,55.288,4.902,-0.298,2.918,1.961,-0.980,4.902,-2.478,0.063,-0.188
'[23:30:51.312]',97.010,55.288,7.843,-0.298,-0.973,1.961,-0.980,9.804,-2.478,0.063,-0.188
'[23:30:51.316]',97.010,55.288,7.843,-0.290,-0.973,1.961,-0.980,9.804,-2.478,0.063,-0.188
'[23:30:51.320]',97.010,55.288,10.784,-0.282,0.973,1.961,-0.980,11.765,-2.478,0.063,-0.188
'[23:30:51.324]',97.010,55.288,10.784,-0.290,0.973,1.961,-0.980,11.765,-2.478,0.063,-0.188
'[23:30:51.328]',97.010,55.288,7.843,-0.282,-0.243,1.961,-0.980,8.824,-2.478,0.063,-0.188
'[23:30:51.332]',97.010,55.288,7.843,-0.275,-0.243,1.961,-0.980,8.824,-2.478,0.063,-0.188
'[23:30:51.336]',97.010,55.288,4.902,-0.267,-0.973,1.961,-0.980,6.863,-2.478,0.063,-0.188
'[23:30:51.340]',97.010,55.288,4.902,-0.275,-0.973,-0.000,-0.980,6.863,-2.478,0.063,-0.188
'[23:30:51.344]',97.010,55.288,-0.980,-0.282,-0.000,-0.000,-0.980,7.843,-2.478,0.063,-0.188
'[23:30:51.348]',97.010,55.288,-0.980,-0.275,-0.000,-0.000,-0.980,7.843,-2.478,0.063,-0.188
'[23:30:51.352]',97.010,55.288,0.980,-0.267,-0.243,-0.000,-0.980,10.784,-2.478,0.063,-0.188
'[23:30:51.356]',97.010,55.288,0.980,-0.275,-0.243,-0.000,-0.980,10.784,-2.478,0.063,-0.188
'[23:30:51.360]',97.010,55.288,-0.000,-0.275,0.973,8.824,5.882,13.725,-2.478,0.063,-0.188
'[23:30:51.364]',97.010,55.288,-0.000,-0.275,0.973,8.824,5.882,13.725,-2.478,0.063,-0.188
'[23:30:51.368]',97.010,55.288,2.941,-0.267,-2.675,8.824,5.882,14.706,-2.478,0.063,-0.188
'[23:30:51.372]',97.010,55.288,2.941,-0.267,-2.675,8.824,5.882,14.706,-2.478,0.063,-0.188
'[23:30:51.376]',97.010,55.288,1.961,-0.267,2.431,8.824,5.882,12.745,-2.478,0.063,-0.188
'[23:30:51.380]',97.010,55.288,1.961,-0.267,2.431,12.745,19.608,12.745,-2.478,0.063,-0.188
'[23:30:51.384]',97.010,55.288,5.882,-0.259,0.486,12.745,19.608,10.784,-2.478,0.063,-0.188
'[23:30:51.388]',97.010,55.288,5.882,-0.251,0.486,12.745,19.608,10.784,-2.478,0.063,-0.188
'[23:30:51.392]',97.010,55.288,3.922,-0.259,-2.431,12.745,19.608,6.863,-2.478,0.063,-0.188
'[23:30:51.396]',97.010,55.288,3.922,-0.259,-2.431,12.745,19.608,6.863,-2.478,0.063,-0.188
'[23:30:51.400]',97.010,55.288,9.804,-0.251,-3.647,16.667,18.627,5.882,-2.478,-0.000,-0.220
'[23:30:51.404]',97.010,55.288,9.804,-0.251,-3.647,16.667,18.627,5.882,-2.478,-0.000,-0.220
'[23:30:51.408]',97.010,55.288,9.804,-0.251,0.973,16.667,18.627,9.804,-2.478,-0.000,-0.220
'[23:30:51.412]',97.010,55.288,9.804,-0.251,0.973,16.667,18.627,9.804,-2.478,-0.000,-0.220
'[23:30:51.416]',97.010,55.288,12.745,-0.243,2.431,16.667,18.627,15.686,-2.478,-0.000,-0.220
'[23:30:51.420]',97.010,55.288,12.745,-0.243,2.431,18.627,12.745,15.686,-2.478,-0.000,-0.220
'[23:30:51.424]',97.010,55.288,19.608,-0.243,-0.000,18.627,12.745,21.569,-2.478,-0.000,-0.220
'[23:30:51.428]',97.010,55.288,19.608,-0.243,-0.000,18.627,12.745,21.569,-2.478,-0.000,-0.220
'[23:30:51.432]',97.010,55.288,32.353,-0.235,1.459,18.627,12.745,21.569,-2.478,-0.000,-0.220
'[23:30:51.436]',97.010,55.288,32.353,-0.227,1.459,18.627,12.745,21.569,-2.478,-0.000,-0.220
'[23:30:51.440]',97.010,55.288,35.294,-0.227,-2.675,7.843,9.804,18.627,-2.478,-0.000,-0.220
'[23:30:51.444]',97.010,55.288,35.294,-0.227,-2.675,7.843,9.804,18.627,-2.478,-0.000,-0.220
'[23:30:51.448]',97.010,55.288,34.314,-0.220,-2.431,7.843,9.804,15.686,-2.478,-0.000,-0.220
'[23:30:51.452]',97.010,55.288,34.314,-0.212,-2.431,7.843,9.804,15.686,-2.478,-0.000,-0.220
'[23:30:51.456]',97.010,55.288,28.431,-0.212,0.973,7.843,9.804,15.686,-2.478,-0.000,-0.220
'[23:30:51.460]',97.010,55.288,28.431,-0.212,0.973,5.882,13.725,15.686,-2.478,-0.000,-0.220
'[23:30:51.464]',97.010,55.288,24.510,-0.212,-1.945,5.882,13.725,16.667,-2.478,-0.000,-0.220
'[23:30:51.468]',97.010,55.288,24.510,-0.204,-1.945,5.882,13.725,16.667,-2.478,-0.000,-0.220
'[23:30:51.472]',97.010,55.288,18.627,-0.196,-0.000,5.882,13.725,14.706,-2.478,-0.000,-0.220
'[23:30:51.476]',97.010,55.288,18.627,-0.204,-0.000,5.882,13.725,14.706,-2.478,-0.000,-0.220
'[23:30:51.480]',97.010,55.288,12.745,-0.196,0.486,2.941,7.843,7.843,-2.478,-0.000,-0.220
'[23:30:51.484]',97.010,55.288,12.745,-0.188,0.486,2.941,7.843,7.843,-2.478,-0.000,-0.220
'[23:30:51.488]',97.010,55.288,10.784,-0.188,0.486,2.941,7.843,1.961,-2.478,-0.000,-0.220
'[23:30:51.492]',97.010,55.288,10.784,-0.188,0.486,2.941,7.843,1.961,-2.478,-0.000,-0.220
'[23:30:51.496]',97.010,55.288,11.765,-0.196,-0.000,2.941,7.843,1.961,-2.478,-0.000,-0.220
'[23:30:51.500]',97.010,55.288,11.765,-0.188,-0.000,2.941,7.843,1.961,-2.510,-0.063,-0.251
'[23:30:51.504]',97.010,55.288,11.765,-0.188,1.945,2.941,7.843,4.902,-2.510,-0.063,-0.251
'[23:30:51.508]',97.010,55.288,11.765,-0.196,1.945,2.941,7.843,4.902,-2.510,-0.063,-0.251
'[23:30:51.512]',97.010,55.288,6.863,-0.196,0.973,2.941,7.843,7.843,-2.510,-0.063,-0.251
'[23:30:51.516]',97.010,55.288,6.863,-0.196,0.973,2.941,7.843,7.843,-2.510,-0.063,-0.251
'[23:30:51.520]',97.010,55.288,8.824,-0.188,1.216,5.882,11.765,8.824,-2.510,-0.063,-0.251
'[23:30:51.524]',97.010,55.288,8.824,-0.196,1.216,5.882,11.765,8.824,-2.510,-0.063,-0.251
'[23:30:51.528]',97.010,55.288,10.784,-0.204,-0.486,5.882,11.765,6.863,-2.510,-0.063,-0.251
'[23:30:51.532]',97.010,55.288,10.784,-0.204,-0.486,5.882,11.765,6.863,-2.510,-0.063,-0.251
'[23:30:51.536]',97.010,55.288,14.706,-0.196,-1.945,5.882,11.765,5.882,-2.510,-0.063,-0.251
'[23:30:51.540]',97.010,55.288,14.706,-0.204,-1.945,13.725,14.706,5.882,-2.510,-0.063,-0.251
'[23:30:51.544]',97.010,55.288,8.824,-0.212,0.486,13.725,14.706,8.824,-2.510,-0.063,-0.251
'[23:30:51.548]',97.010,55.288,8.824,-0.204,0.486,13.725,14.706,8.824,-2.510,-0.063,-0.251
'[23:30:51.552]',97.010,55.288,5.882,-0.204,0.243,13.725,14.706,12.745,-2.510,-0.063,-0.251
'[23:30:51.556]',97.010,55.288,5.882,-0.212,0.243,13.725,14.706,12.745,-2.510,-0.063,-0.251
'[23:30:51.560]',97.010,55.288,3.922,-0.220,-2.675,12.745,10.784,13.725,-2.510,-0.063,-0.251
'[23:30:51.564]',97.010,55.288,3.922,-0.220,-2.675,12.745,10.784,13.725,-2.510,-0.063,-0.251
'[23:30:51.568]',97.010,55.288,7.843,-0.220,-2.188,12.745,10.784,10.784,-2.510,-0.063,-0.251
'[23:30:51.572]',97.010,55.288,7.843,-0.227,-2.188,12.745,10.784,10.784,-2.510,-0.063,-0.251
'[23:30:51.576]',97.010,55.288,10.784,-0.235,-1.702,12.745,10.784,9.804,-2.510,-0.063,-0.251
'[23:30:51.580]',97.010,55.288,10.784,-0.243,-1.702,10.784,8.824,9.804,-2.510,-0.063,-0.251
'[23:30:51.584]',97.010,55.288,16.667,-0.243,-0.729,10.784,8.824,8.824,-2.510,-0.063,-0.251
'[23:30:51.588]',97.010,55.288,16.667,-0.251,-0.729,10.784,8.824,8.824,-2.510,-0.063,-0.251
'[23:30:51.592]',97.010,55.288,14.706,-0.259,0.973,10.784,8.824,7.843,-2.510,-0.063,-0.251
'[23:30:51.596]',97.010,55.288,14.706,-0.259,0.973,10.784,8.824,7.843,-2.510,-0.063,-0.251
'[23:30:51.600]',97.010,55.288,14.706,-0.251,2.188,7.843,12.745,5.882,-2.478,-0.094,-0.251
'[23:30:51.604]',97.010,55.288,14.706,-0.259,2.188,7.843,12.745,5.882,-2.478,-0.094,-0.251
'[23:30:51.608]',97.010,55.288,12.745,-0.267,-1.216,7.843,12.745,1.961,-2.478,-0.094,-0.251
'[23:30:51.612]',97.010,55.288,12.745,-0.267,-1.216,7.843,12.745,1.961,-2.478,-0.094,-0.251
'[23:30:51.616]',97.010,55.288,18.627,-0.267,1.945,7.843,12.745,-0.000,-2.478,-0.094,-0.251
'[23:30:51.620]',97.010,55.288,18.627,-0.259,1.945,11.765,19.608,-0.000,-2.478,-0.094,-0.251
'[23:30:51.624]',97.010,55.288,16.667,-0.267,0.973,11.765,19.608,4.902,-2.478,-0.094,-0.251
'[23:30:51.628]',97.010,55.288,16.667,-0.275,0.973,11.765,19.608,4.902,-2.478,-0.094,-0.251
'[23:30:51.632]',97.010,55.288,17.647,-0.267,-0.000,11.765,19.608,9.804,-2.478,-0.094,-0.251
'[23:30:51.636]',97.010,55.288,17.647,-0.267,-0.000,11.765,19.608,9.804,-2.478,-0.094,-0.251
'[23:30:51.640]',97.010,55.288,15.686,-0.267,-0.973,9.804,9.804,10.784,-2.478,-0.094,-0.251
'[23:30:51.644]',97.010,55.288,15.686,-0.275,-0.973,9.804,9.804,10.784,-2.478,-0.094,-0.251
'[23:30:51.648]',97.010,55.288,13.725,-0.267,0.729,9.804,9.804,6.863,-2.478,-0.094,-0.251
'[23:30:51.652]',97.010,55.288,13.725,-0.267,0.729,9.804,9.804,6.863,-2.478,-0.094,-0.251
'[23:30:51.656]',97.010,55.288,4.902,-0.267,0.973,9.804,9.804,0.980,-2.478,-0.094,-0.251
'[23:30:51.660]',97.010,55.288,4.902,-0.267,0.973,3.922,5.882,0.980,-2.478,-0.094,-0.251
'[23:30:51.664]',97.010,55.288,0.980,-0.267,-1.216,3.922,5.882,-0.980,-2.478,-0.094,-0.251
'[23:30:51.668]',97.010,55.288,0.980,-0.259,-1.216,3.922,5.882,-0.980,-2.478,-0.094,-0.251
'[23:30:51.672]',97.010,55.288,-0.000,-0.259,-0.486,3.922,5.882,-1.961,-2.478,-0.094,-0.251
'[23:30:51.676]',97.010,55.288,-0.000,-0.267,-0.486,3.922,5.882,-1.961,-2.478,-0.094,-0.251
'[23:30:51.680]',97.010,55.288,1.961,-0.267,-0.486,5.882,5.882,-3.922,-2.478,-0.094,-0.251
'[23:30:51.684]',97.010,55.288,1.961,-0.259,-0.486,5.882,5.882,-3.922,-2.478,-0.094,-0.251
'[23:30:51.688]',97.010,55.288,5.882,-0.259,-1.945,5.882,5.882,-8.824,-2.478,-0.094,-0.251
'[23:30:51.692]',97.010,55.288,5.882,-0.259,-1.945,5.882,5.882,-8.824,-2.478,-0.094,-0.251
'[23:30:51.696]',97.010,55.288,10.784,-0.259,-0.973,5.882,5.882,-8.824,-2.478,-0.094,-0.251
'[23:30:51.700]',97.010,55.288,10.784,-0.259,-0.973,4.902,11.765,-8.824,-2.416,-0.094,-0.282
'[23:30:51.704]',97.010,55.288,13.725,-0.251,0.973,4.902,11.765,-4.902,-2.416,-0.094,-0.282
'[23:30:51.708]',97.010,55.288,13.725,-0.259,0.973,4.902,11.765,-4.902,-2.416,-0.094,-0.282
'[23:30:51.712]',97.010,55.288,14.706,-0.259,1.459,4.902,11.765,-0.000,-2.416,-0.094,-0.282
'[23:30:51.716]',97.010,55.288,14.706,-0.259,1.459,4.902,11.765,-0.000,-2.416,-0.094,-0.282
'[23:30:51.720]',97.010,55.288,22.549,-0.251,-0.973,9.804,11.765,3.922,-2.416,-0.094,-0.282
'[23:30:51.724]',97.010,55.288,22.549,-0.251,-0.973,9.804,11.765,3.922,-2.416,-0.094,-0.282
'[23:30:51.728]',97.010,55.288,21.569,-0.259,-0.243,9.804,11.765,8.824,-2.416,-0.094,-0.282
'[23:30:51.732]',97.010,55.288,21.569,-0.251,-0.243,9.804,11.765,8.824,-2.416,-0.094,-0.282
'[23:30:51.736]',97.010,55.288,18.627,-0.243,-2.918,9.804,11.765,11.765,-2.416,-0.094,-0.282
'[23:30:51.740]',97.010,55.288,18.627,-0.251,-2.918,6.863,10.784,11.765,-2.416,-0.094,-0.282
'[23:30:51.744]',97.010,55.288,13.725,-0.251,-0.243,6.863,10.784,8.824,-2.416,-0.094,-0.282
'[23:30:51.748]',97.010,55.288,13.725,-0.243,-0.243,6.863,10.784,8.824,-2.416,-0.094,-0.282
'[23:30:51.752]',97.010,55.288,10.784,-0.243,2.675,6.863,10.784,-0.000,-2.416,-0.094,-0.282
'[23:30:51.756]',97.010,55.288,10.784,-0.243,2.675,6.863,10.784,-0.000,-2.416,-0.094,-0.282
'[23:30:51.760]',97.010,55.288,4.902,-0.243,-0.243,2.941,9.804,-6.863,-2.416,-0.094,-0.282
'[23:30:51.764]',97.010,55.288,4.902,-0.243,-0.243,2.941,9.804,-6.863,-2.416,-0.094,-0.282
'[23:30:51.768]',97.010,55.288,3.922,-0.235,-1.459,2.941,9.804,-5.882,-2.416,-0.094,-0.282
'[23:30:51.772]',97.010,55.288,3.922,-0.235,-1.459,2.941,9.804,-5.882,-2.416,-0.094,-0.282
'[23:30:51.776]',97.010,55.288,-0.000,-0.243,-0.486,2.941,9.804,-1.961,-2.416,-0.094,-0.282
'[23:30:51.780]',97.010,55.288,-0.000,-0.235,-0.486,13.725,13.725,-1.961,-2.416,-0.094,-0.282
'[23:30:51.784]',97.010,55.288,3.922,-0.235,4.863,13.725,13.725,2.941,-2.416,-0.094,-0.282
'[23:30:51.788]',97.010,55.288,3.922,-0.235,4.863,13.725,13.725,2.941,-2.416,-0.094,-0.282
'[23:30:51.792]',97.010,55.288,5.882,-0.243,-1.702,13.725,13.725,7.843,-2.416,-0.094,-0.282
'[23:30:51.796]',97.010,55.288,5.882,-0.243,-1.702,13.725,13.725,7.843,-2.416,-0.094,-0.282
'[23:30:51.800]',97.010,55.288,8.824,-0.235,-2.918,16.667,10.784,8.824,-2.353,-0.094,-0.282
'[23:30:51.804]',97.010,55.288,8.824,-0.235,-2.918,16.667,10.784,8.824,-2.353,-0.094,-0.282
'[23:30:51.808]',97.010,55.288,6.863,-0.243,2.675,16.667,10.784,9.804,-2.353,-0.094,-0.282
'[23:30:51.812]',97.010,55.288,6.863,-0.243,2.675,16.667,10.784,9.804,-2.353,-0.094,-0.282
'[23:30:51.816]',97.010,55.288,9.804,-0.243,-2.188,16.667,10.784,9.804,-2.353,-0.094,-0.282
'[23:30:51.820]',97.010,55.288,9.804,-0.243,-2.188,10.784,4.902,9.804,-2.353,-0.094,-0.282
'[23:30:51.824]',97.010,55.288,10.784,-0.251,0.729,10.784,4.902,9.804,-2.353,-0.094,-0.282
'[23:30:51.828]',97.010,55.288,10.784,-0.251,0.729,10.784,4.902,9.804,-2.353,-0.094,-0.282
'[23:30:51.832]',97.010,55.288,12.745,-0.243,-3.161,10.784,4.902,11.765,-2.353,-0.094,-0.282
'[23:30:51.836]',97.010,55.288,12.745,-0.243,-3.161,10.784,4.902,11.765,-2.353,-0.094,-0.282
